player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,international_caps,international_goals,current_national_team_id,url,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur
610400,William,Bøving,William Bøving,2025,39,william-boving,Denmark,København,Denmark,2003-03-01 00:00:00,Centre-Forward,Attack,both,176.0,2029-06-30 00:00:00,CAA Base Ltd,https://img.a.transfermarkt.technology/portrait/header/610400-1736777118.jpg?lm=1,22.0,3.0,,https://www.transfermarkt.co.uk/william-boving/profil/spieler/610400,L1,1. Fußball- und Sportverein Mainz 05,3000000.0,3000000.0
610403,Filip,Panjeskovic,Filip Panjeskovic,2020,369,filip-panjeskovic,,,Denmark,2003-01-16 00:00:00,Centre-Back,Defender,right,188.0,,JH Sport Agency ,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/filip-panjeskovic/profil/spieler/610403,DK1,Lyngby Boldklub,100000.0,100000.0
610405,Maurits,Kjærgaard,Maurits Kjærgaard,2025,409,maurits-kjaergaard,Denmark,Herlev,Denmark,2003-06-26 00:00:00,Central Midfield,Midfield,left,192.0,2028-06-30 00:00:00,PEP Consulting,https://img.a.transfermarkt.technology/portrait/header/610405-1754993772.png?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/maurits-kjaergaard/profil/spieler/610405,A1,Fußballclub Red Bull Salzburg,,
610406,Gustav,Grubbe,Gustav Grubbe,2025,173,gustav-grubbe,Denmark,Odense,Denmark,2003-01-27 00:00:00,Central Midfield,Midfield,right,181.0,2026-06-30 00:00:00,THE·TEAM,https://img.a.transfermarkt.technology/portrait/header/610406-1561111433.png?lm=1,3.0,0.0,,https://www.transfermarkt.co.uk/gustav-grubbe/profil/spieler/610406,DK1,Odense Boldklub,350000.0,700000.0
610407,Valdemar,Kwasniak,Valdemar Kwasniak,2022,206,valdemar-kwasniak,Denmark,Odense,Denmark,2003-06-12 00:00:00,Defensive Midfield,Midfield,right,179.0,,Nordic Sky,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/valdemar-kwasniak/profil/spieler/610407,DK1,Brøndby Idrætsforening,,
610408,André,Grandi,André Grandi,2019,1244,andre-grandi,Brazil,Medianeira,Brazil,1997-05-02 00:00:00,Goalkeeper,Goalkeeper,right,193.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/andre-grandi/profil/spieler/610408,ES1,CD Leganés,300000.0,300000.0
610414,Saeed,Issah,Saeed Issah,2025,58049,saeed-issah,Ghana,Accra,Ghana,2000-01-11 00:00:00,Left-Back,Defender,left,188.0,,,https://img.a.transfermarkt.technology/portrait/header/610414-1662536626.jpg?lm=1,,,,https://www.transfermarkt.co.uk/saeed-issah/profil/spieler/610414,RO1,Asociația Fotbal Club Hermannstadt,,
610417,,Andrew,Andrew,2025,614,andrew,Brazil,Duque de Caxias,Brazil,2001-07-01 00:00:00,Goalkeeper,Goalkeeper,right,189.0,2029-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/610417-1710238883.jpg?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/andrew/profil/spieler/610417,BRA1,Clube de Regatas do Flamengo,7000000.0,7000000.0
610423,Andreas,Gülstorff,Andreas Gülstorff,2025,2778,andreas-gulstorff,Denmark,Farum,Denmark,2003-01-26 00:00:00,Goalkeeper,Goalkeeper,left,185.0,2026-06-30 00:00:00,BWM Fodbold,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,6.0,0.0,,https://www.transfermarkt.co.uk/andreas-gulstorff/profil/spieler/610423,DK1,Fodbold Club Nordsjælland,250000.0,300000.0
610427,Andreas,Bredahl,Andreas Bredahl,2023,443,andreas-bredahl,,,Denmark,2003-03-13 00:00:00,Centre-Forward,Attack,right,182.0,,Nordic Sky,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/andreas-bredahl/profil/spieler/610427,DK1,Vejle Boldklub,75000.0,200000.0
610428,Oscar,Fraulo,Oscar Fraulo,2024,200,oscar-fraulo,Denmark,Odense,Denmark,2003-12-06 00:00:00,Central Midfield,Midfield,right,180.0,2029-06-30 00:00:00,Nine Group ,https://img.a.transfermarkt.technology/portrait/header/610428-1760967229.jpg?lm=1,23.0,0.0,,https://www.transfermarkt.co.uk/oscar-fraulo/profil/spieler/610428,NL1,Football Club Utrecht,3000000.0,3500000.0
610429,Christian,Rasmussen,Christian Rasmussen,2024,610,christian-rasmussen,Denmark,Lyngby,Denmark,2003-01-19 00:00:00,Right Winger,Attack,left,184.0,2029-06-30 00:00:00,Wasserman,https://img.a.transfermarkt.technology/portrait/header/610429-1753692457.jpg?lm=1,8.0,1.0,,https://www.transfermarkt.co.uk/christian-rasmussen/profil/spieler/610429,NL1,AFC Ajax Amsterdam,1500000.0,2000000.0
610430,Christian,Gammelgaard,Christian Gammelgaard,2025,443,christian-gammelgaard,Denmark,Vejle,Denmark,2003-03-10 00:00:00,Right Winger,Attack,left,185.0,2028-06-30 00:00:00,THE·TEAM,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2.0,1.0,,https://www.transfermarkt.co.uk/christian-gammelgaard/profil/spieler/610430,DK1,Vejle Boldklub,900000.0,900000.0
610431,Wahid,Faghir,Wahid Faghir,2025,443,wahid-faghir,Denmark,Vejle,Denmark,2003-07-29 00:00:00,Centre-Forward,Attack,right,186.0,2028-06-30 00:00:00,BTAM,https://img.a.transfermarkt.technology/portrait/header/610431-1689927868.jpg?lm=1,11.0,2.0,,https://www.transfermarkt.co.uk/wahid-faghir/profil/spieler/610431,DK1,Vejle Boldklub,2500000.0,4500000.0
610432,Lucas,Ziegler,Lucas Ziegler,2022,206,lucas-ziegler,Denmark,Kalundborg,Denmark,2003-09-28 00:00:00,Goalkeeper,Goalkeeper,right,184.0,,LEAD Football,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/lucas-ziegler/profil/spieler/610432,DK1,Brøndby Idrætsforening,150000.0,150000.0
610436,Marinus,Larsen,Marinus Larsen,2022,206,marinus-larsen,,,Denmark,2003-12-30 00:00:00,Central Midfield,Midfield,,,2023-12-31 00:00:00,People In Sport,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/marinus-larsen/profil/spieler/610436,DK1,Brøndby Idrætsforening,150000.0,150000.0
610439,Philip,Banda,Philip Banda,2021,5817,philip-banda,,,Denmark,2003-05-16 00:00:00,Right-Back,Defender,right,181.0,2024-06-30 00:00:00,Beckster Int.,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/philip-banda/profil/spieler/610439,DK1,Sønderjyske Fodbold,50000.0,50000.0
610440,Valdemar,Lund,Valdemar Lund,2025,443,valdemar-lund,Denmark,Sundby,Denmark,2003-05-28 00:00:00,Centre-Back,Defender,left,193.0,2026-06-30 00:00:00,BTAM,https://img.a.transfermarkt.technology/portrait/header/610440-1692091141.jpg?lm=1,4.0,0.0,,https://www.transfermarkt.co.uk/valdemar-lund/profil/spieler/610440,DK1,Vejle Boldklub,1400000.0,1500000.0
610441,Mattias,Jakobsen,Mattias Jakobsen,2021,190,mattias-jakobsen,,,Denmark,2003-01-08 00:00:00,Centre-Back,Defender,,,,NINE Group ,https://img.a.transfermarkt.technology/portrait/header/610441-1683234421.png?lm=1,,,,https://www.transfermarkt.co.uk/mattias-jakobsen/profil/spieler/610441,DK1,Football Club København,200000.0,200000.0
610442,Rasmus,Højlund,Rasmus Højlund,2025,6195,rasmus-hojlund,Denmark,København,Denmark,2003-02-04 00:00:00,Centre-Forward,Attack,left,191.0,2030-06-30 00:00:00,SEG,https://img.a.transfermarkt.technology/portrait/header/610442-1757931324.jpg?lm=1,33.0,13.0,,https://www.transfermarkt.co.uk/rasmus-hojlund/profil/spieler/610442,IT1,Società Sportiva Calcio Napoli,45000000.0,65000000.0
610461,Luismi,Cruz,Luismi Cruz,2021,368,luismi-cruz,Spain,El Puerto de Santa María,Spain,2001-05-23 00:00:00,Right Winger,Attack,left,166.0,2023-06-30 00:00:00,YOU FIRST,https://img.a.transfermarkt.technology/portrait/header/610461-1647594517.jpg?lm=1,,,,https://www.transfermarkt.co.uk/luismi-cruz/profil/spieler/610461,ES1,Sevilla Fútbol Club S.A.D.,600000.0,600000.0
610479,Bafodé,Dansoko,Bafodé Dansoko,2025,242,bafode-dansoko,France,Saint-Priest-en-Jarez,Guinea,1995-12-28 00:00:00,Left Winger,Attack,right,187.0,2026-06-30 00:00:00,LUPUS,https://img.a.transfermarkt.technology/portrait/header/610479-1596835515.jpg?lm=1,4.0,0.0,,https://www.transfermarkt.co.uk/bafode-dansoko/profil/spieler/610479,C1,Fussballclub Winterthur,,
610484,Adel,Bettaieb,Adel Bettaieb,2025,41278,adel-bettaieb,France,Villiers-le-Bel,Tunisia,1997-01-28 00:00:00,Left Winger,Attack,right,184.0,2026-06-30 00:00:00,PROhorizons Group,https://img.a.transfermarkt.technology/portrait/header/610484-1732109049.png?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/adel-bettaieb/profil/spieler/610484,RO1,Asociația Clubul Sportiv Campionii Fotbal Club Argeș,175000.0,200000.0
610566,Joan,Parra,Joan Parra,2025,6984,joan-parra,Colombia,El Peñol,Colombia,2000-06-10 00:00:00,Goalkeeper,Goalkeeper,right,184.0,2028-12-31 00:00:00,Top Champ,https://img.a.transfermarkt.technology/portrait/header/610566-1777242226.JPG?lm=1,,,,https://www.transfermarkt.co.uk/joan-parra/profil/spieler/610566,COL1,Once Caldas,,
610570,Julián,Bartolo,Julián Bartolo,2025,6676,julian-bartolo,Argentina,Quilmes,Argentina,1996-04-15 00:00:00,Left Winger,Attack,left,166.0,2027-06-30 00:00:00,AREA SPORT TEAM,https://img.a.transfermarkt.technology/portrait/header/610570-1762633063.png?lm=1,,,,https://www.transfermarkt.co.uk/julian-bartolo/profil/spieler/610570,GR1,A.G.S Asteras Tripolis,800000.0,800000.0
610581,Ali,Al-Hamadi,Ali Al-Hamadi,2025,1031,ali-al-hamadi,Iraq,"---, Maysan",Iraq,2002-03-01 00:00:00,Centre-Forward,Attack,right,187.0,2026-06-30 00:00:00,THE·TEAM,https://img.a.transfermarkt.technology/portrait/header/610581-1705017216.png?lm=1,17.0,5.0,3560.0,https://www.transfermarkt.co.uk/ali-al-hamadi/profil/spieler/610581,GB1,Luton Town,2000000.0,2500000.0
610590,Agustín,Palavecino,Agustín Palavecino,2025,3711,agustin-palavecino,Argentina,Florida,Argentina,1996-11-09 00:00:00,Central Midfield,Midfield,right,179.0,,Interplayers,https://img.a.transfermarkt.technology/portrait/header/610590-1625772025.png?lm=1,,,,https://www.transfermarkt.co.uk/agustin-palavecino/profil/spieler/610590,MEX1,Club de Fútbol Cruz Azul S.A. de C.V.,,
610603,Jannick,Liburd,Jannick Liburd,2021,5817,jannick-liburd,United States,Houston,Denmark,2001-09-26 00:00:00,Right Winger,Attack,left,182.0,,First Touch,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/jannick-liburd/profil/spieler/610603,DK1,Sønderjyske Fodbold,50000.0,100000.0
610607,Jakub,Surovcik,Jakub Surovcik,2025,197,jakub-surovcik,Slovakia,Bratislava,Slovakia,2002-06-28 00:00:00,Goalkeeper,Goalkeeper,left,198.0,2027-06-30 00:00:00,Nehoda Sport,https://img.a.transfermarkt.technology/portrait/header/610607-1606429278.jpg?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/jakub-surovcik/profil/spieler/610607,TS1,"AC Sparta Praha, a. s.",,
610608,Dominik,Javorcek,Dominik Javorcek,2025,62,dominik-javorcek,Slovakia,Bojnice,Slovakia,2002-11-02 00:00:00,Left-Back,Defender,left,184.0,2029-06-30 00:00:00,HMP Sport MGMT,https://img.a.transfermarkt.technology/portrait/header/610608-1699980353.png?lm=1,24.0,2.0,,https://www.transfermarkt.co.uk/dominik-javorcek/profil/spieler/610608,TS1,"SK Slavia Praha, a.s.",450000.0,550000.0
610612,Nikola,Marjanovic,Nikola Marjanovic,2025,4645,nikola-marjanovic,Yugoslavia (Republic),Sremska Mitrovica,Serbia,1998-04-16 00:00:00,Centre-Back,Defender,right,190.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/nikola-marjanovic/profil/spieler/610612,SER1,FK Radnički 1923 Kragujevac,,
610616,Germán,Guiffrey,Germán Guiffrey,2025,11831,german-guiffrey,Argentina,Concordia,Argentina,1997-12-31 00:00:00,Centre-Back,Defender,left,179.0,2026-12-31 00:00:00,235 Sports,https://img.a.transfermarkt.technology/portrait/header/610616-1738422688.png?lm=1,,,,https://www.transfermarkt.co.uk/german-guiffrey/profil/spieler/610616,ARG1,Club Atlético Tigre,,
610621,James,Morris,James Morris,2021,1010,james-morris,,,England,2001-11-23 00:00:00,Left-Back,Defender,left,183.0,2026-06-30 00:00:00,CAA Base Ltd,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/james-morris/profil/spieler/610621,GB1,Watford FC,300000.0,300000.0
610622,,Urko Izeta,Urko Izeta,2025,621,urko-izeta,Spain,Aia,Spain,1999-09-29 00:00:00,Centre-Forward,Attack,right,175.0,2027-06-30 00:00:00,IDUB GLOBAL,https://img.a.transfermarkt.technology/portrait/header/610622-1709678226.png?lm=1,,,,https://www.transfermarkt.co.uk/urko-izeta/profil/spieler/610622,ES1,Athletic Club Bilbao,,
610627,Nathan,Harriel,Nathan Harriel,2025,25467,nathan-harriel,United States,"Oldsmar, Florida",United States,2001-04-23 00:00:00,Right-Back,Defender,right,178.0,2026-12-31 00:00:00,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/610627-1771713784.jpg?lm=1,3.0,0.0,,https://www.transfermarkt.co.uk/nathan-harriel/profil/spieler/610627,MLS1,Philadelphia Union,,
610628,Justin,Haak,Justin Haak,2025,1061,justin-haak,United States,"New York City, New York",United States,2001-09-12 00:00:00,Centre-Back,Defender,,184.0,2026-12-31 00:00:00,YMU Management Ltd.,https://img.a.transfermarkt.technology/portrait/header/610628-1771691308.jpg?lm=1,1.0,0.0,,https://www.transfermarkt.co.uk/justin-haak/profil/spieler/610628,MLS1,Los Angeles Galaxy,,
610629,Gabriel,Segal,Gabriel Segal,2025,2440,gabriel-segal,United States,"Washington, D.C.",United States,2001-05-17 00:00:00,Centre-Forward,Attack,,178.0,2027-06-30 00:00:00,THE·TEAM,https://img.a.transfermarkt.technology/portrait/header/610629-1771688062.jpg?lm=1,3.0,2.0,,https://www.transfermarkt.co.uk/gabriel-segal/profil/spieler/610629,MLS1,D.C. United,,
610637,Edmund,Addo,Edmund Addo,2025,53,edmund-addo,Ghana,"Chorkor, Accra",Ghana,2000-05-17 00:00:00,Defensive Midfield,Midfield,right,180.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/610637-1694784792.jpg?lm=1,14.0,0.0,,https://www.transfermarkt.co.uk/edmund-addo/profil/spieler/610637,SER1,Omladinski fudbalski klub Beograd,,
610649,Ryan,Alebiosu,Ryan Alebiosu,2025,164,ryan-alebiosu,England,London,Nigeria,2001-12-17 00:00:00,Right-Back,Defender,right,188.0,2028-06-30 00:00:00,World in Motion,https://img.a.transfermarkt.technology/portrait/header/610649-1663332185.jpg?lm=1,1.0,0.0,3444.0,https://www.transfermarkt.co.uk/ryan-alebiosu/profil/spieler/610649,,,1200000.0,1200000.0
610651,Jesús,Rivas,Jesús Rivas,2025,11854,jesus-rivas,Colombia,Medellín,Colombia,1997-04-06 00:00:00,Defensive Midfield,Midfield,left,175.0,2028-06-30 00:00:00,Owners FC Sports,https://img.a.transfermarkt.technology/portrait/header/610651-1737648088.JPG?lm=1,,,,https://www.transfermarkt.co.uk/jesus-rivas/profil/spieler/610651,COL1,Junior FC,,
610653,Ethan,Fitzhugh,Ethan Fitzhugh,2020,1003,ethan-fitzhugh,,,England,2002-11-27 00:00:00,Attacking Midfield,Midfield,,,,GG Sports LTD,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/ethan-fitzhugh/profil/spieler/610653,GB1,Leicester City,,
610665,Caleb,Watts,Caleb Watts,2020,180,caleb-watts,,,Australia,2002-01-16 00:00:00,Attacking Midfield,Midfield,right,,2023-05-31 00:00:00,#LEADERS,https://img.a.transfermarkt.technology/portrait/header/610665-1625839413.jpg?lm=1,,,,https://www.transfermarkt.co.uk/caleb-watts/profil/spieler/610665,GB1,Southampton FC,250000.0,250000.0
610706,Jamal,Baptiste,Jamal Baptiste,2022,379,jamal-baptiste,,,England,2003-11-11 00:00:00,Centre-Back,Defender,,,,,https://img.a.transfermarkt.technology/portrait/header/610706-1650877342.jpg?lm=1,,,,https://www.transfermarkt.co.uk/jamal-baptiste/profil/spieler/610706,GB1,West Ham United Football Club,250000.0,250000.0
610740,Alp,Köseer,Alp Köseer,2024,7160,alp-koseer,Türkiye,Eskisehir,Türkiye,2003-01-01 00:00:00,Goalkeeper,Goalkeeper,right,186.0,2026-06-30 00:00:00,Sezer Sezgin agency,https://img.a.transfermarkt.technology/portrait/header/610740-1761574324.jpg?lm=1,,,,https://www.transfermarkt.co.uk/alp-koseer/profil/spieler/610740,TR1,Eyüp Spor Kulübü,50000.0,150000.0
610749,Luis,Paradela,Luis Paradela,2024,40812,luis-paradela,Cuba,Calimete,Cuba,1997-01-21 00:00:00,Left Winger,Attack,right,169.0,2028-06-30 00:00:00,Pan American Calcio,https://img.a.transfermarkt.technology/portrait/header/610749-1773092322.png?lm=1,39.0,11.0,,https://www.transfermarkt.co.uk/luis-paradela/profil/spieler/610749,RO1,U Craiova 1948 Club Sportiv SA,,
610765,Samuel,Mischitz,Samuel Mischitz,2024,3551,samuel-mischitz,Austria,Bregenz,Austria,2003-08-14 00:00:00,Right-Back,Defender,right,175.0,,,https://img.a.transfermarkt.technology/portrait/header/610765-1726056503.jpg?lm=1,2.0,0.0,,https://www.transfermarkt.co.uk/samuel-mischitz/profil/spieler/610765,A1,Sportclub Rheindorf Altach,,
610786,Ollie,O'Neill,Ollie O'Neill,2022,931,ollie-oneill,,,Ireland,2003-01-08 00:00:00,Left Winger,Attack,,,2025-06-30 00:00:00,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/ollie-oneill/profil/spieler/610786,GB1,Fulham Football Club,250000.0,250000.0
610789,Luciano,D'Auria-Henry,Luciano D'Auria-Henry,2022,931,luciano-dauria-henry,,,England,2002-11-11 00:00:00,Right-Back,Defender,right,174.0,,CAA Base Ltd,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/luciano-dauria-henry/profil/spieler/610789,GB1,Fulham Football Club,150000.0,150000.0
610795,Tomoya,Ando,Tomoya Ando,2025,35,tomoya-ando,Japan,"Toyota, Aichi",Japan,1999-01-10 00:00:00,Centre-Back,Defender,right,190.0,,,https://img.a.transfermarkt.technology/portrait/header/610795-1760491841.jpg?lm=1,3.0,0.0,,https://www.transfermarkt.co.uk/tomoya-ando/profil/spieler/610795,L1,Fußball-Club St. Pauli von 1910,,
610798,Jan,Schröder,Jan Schröder,2022,24,jan-schroder,Germany,Herrenberg,Germany,2003-04-15 00:00:00,Left-Back,Defender,left,182.0,,,https://img.a.transfermarkt.technology/portrait/header/610798-1629458492.jpg?lm=1,,,,https://www.transfermarkt.co.uk/jan-schroder/profil/spieler/610798,L1,Eintracht Frankfurt Fußball AG,200000.0,200000.0
610849,Liam,Delap,Liam Delap,2025,631,liam-delap,England,Winchester,England,2003-02-08 00:00:00,Centre-Forward,Attack,right,186.0,2031-06-30 00:00:00,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/610849-1746646306.jpg?lm=1,12.0,3.0,,https://www.transfermarkt.co.uk/liam-delap/profil/spieler/610849,GB1,Chelsea Football Club,7000000.0,7000000.0
610850,Kieran,Phillips,Kieran Phillips,2024,2759,kieran-phillips,England,Huddersfield,England,2000-02-18 00:00:00,Centre-Forward,Attack,right,189.0,2027-05-31 00:00:00,Wasserman,https://img.a.transfermarkt.technology/portrait/header/610850-1720171883.jpg?lm=1,,,,https://www.transfermarkt.co.uk/kieran-phillips/profil/spieler/610850,SC1,Ross County FC,150000.0,350000.0
610863,Filip,Marschall,Filip Marschall,2023,405,filip-marschall,England,Cambridge,England,2003-04-24 00:00:00,Goalkeeper,Goalkeeper,right,195.0,2025-05-31 00:00:00,S Palmer Sports,https://img.a.transfermarkt.technology/portrait/header/610863-1701934079.jpg?lm=1,,,,https://www.transfermarkt.co.uk/filip-marschall/profil/spieler/610863,GB1,Aston Villa Football Club,800000.0,800000.0
610878,Jacopo,Desogus,Jacopo Desogus,2023,1390,jacopo-desogus,Italy,Cagliari,Italy,2002-10-01 00:00:00,Left Winger,Attack,right,174.0,2026-06-30 00:00:00,Quadratum,https://img.a.transfermarkt.technology/portrait/header/610878-1654778065.jpg?lm=1,,,,https://www.transfermarkt.co.uk/jacopo-desogus/profil/spieler/610878,IT1,Cagliari Calcio,200000.0,500000.0
610881,Christian,Acella,Christian Acella,2022,2239,christian-acella,Italy,Milano,Italy,2002-07-07 00:00:00,Central Midfield,Midfield,right,,,FUTURA 2,https://img.a.transfermarkt.technology/portrait/header/610881-1663684227.jpg?lm=1,,,,https://www.transfermarkt.co.uk/christian-acella/profil/spieler/610881,IT1,Unione Sportiva Cremonese S.p.A.,150000.0,150000.0
611018,Francisco,Reyes,Francisco Reyes,2025,7055,francisco-reyes,Mexico,Mexico City,Mexico,1998-10-04 00:00:00,Centre-Back,Defender,right,183.0,2026-06-30 00:00:00,Quadro Sports Group,https://img.a.transfermarkt.technology/portrait/header/611018-1677777458.jpg?lm=1,,,,https://www.transfermarkt.co.uk/francisco-reyes/profil/spieler/611018,MEX1,Club Tigres UANL Sinergia Deportiva S.A. de C.V.,,
611049,Lukas,Cerv,Lukas Cerv,2025,941,lukas-cerv,Czech Republic,Praha,Czech Republic,2001-04-10 00:00:00,Central Midfield,Midfield,,182.0,2029-06-30 00:00:00,ESAM,https://img.a.transfermarkt.technology/portrait/header/611049-1659447996.jpg?lm=1,16.0,2.0,,https://www.transfermarkt.co.uk/lukas-cerv/profil/spieler/611049,TS1,"FC Viktoria Plzeň, a.s.",,
611070,Moha,Keita,Moha Keita,2024,11380,moha-keita,Senegal,Dakar,Senegal,1999-09-18 00:00:00,Right Winger,Attack,right,165.0,2026-06-30 00:00:00,Spanish Football SL,https://img.a.transfermarkt.technology/portrait/header/611070-1756486234.png?lm=1,,,,https://www.transfermarkt.co.uk/moha-keita/profil/spieler/611070,RO1,ASFC Buzau (2016-2025),,
611075,Iván,Gil,Iván Gil,2024,472,ivan-gil,Spain,Viladecans,Spain,2000-01-18 00:00:00,Attacking Midfield,Midfield,right,168.0,2027-06-30 00:00:00,FUTBOL21 AGENCY,https://img.a.transfermarkt.technology/portrait/header/611075-1698882995.jpg?lm=1,,,,https://www.transfermarkt.co.uk/ivan-gil/profil/spieler/611075,ES1,UD Las Palmas,800000.0,1000000.0
611149,Panagiotis,Pritsas,Panagiotis Pritsas,2023,30120,panagiotis-pritsas,,,Greece,1999-07-09 00:00:00,Attacking Midfield,Midfield,right,182.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/611149-1712679936.jpg?lm=1,,,,https://www.transfermarkt.co.uk/panagiotis-pritsas/profil/spieler/611149,GR1,Athlitiki Enosi Kifisias,150000.0,150000.0
611195,Oliver,Zandén,Oliver Zandén,2025,1092,oliver-zanden,Sweden,Alingsås,Sweden,2001-08-14 00:00:00,Left-Back,Defender,,183.0,2027-12-31 00:00:00,Nordic Sky,https://img.a.transfermarkt.technology/portrait/header/611195-1735102063.png?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/oliver-zanden/profil/spieler/611195,SE1,Idrottsföreningen  Brommapojkarna,700000.0,1200000.0
611198,Álex,Blesa,Álex Blesa,2021,3368,alex-blesa,Spain,València,Spain,2002-01-15 00:00:00,Attacking Midfield,Midfield,left,180.0,2023-06-30 00:00:00,Wasserman,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/alex-blesa/profil/spieler/611198,ES1,Levante Unión Deportiva S.A.D.,300000.0,300000.0
611202,Pablo,Picón,Pablo Picón,2021,3368,pablo-picon,Spain,Valencia,Spain,2000-02-01 00:00:00,Goalkeeper,Goalkeeper,right,185.0,2023-06-30 00:00:00,DV7 Management,https://img.a.transfermarkt.technology/portrait/header/611202-1651521237.jpg?lm=1,,,,https://www.transfermarkt.co.uk/pablo-picon/profil/spieler/611202,ES1,Levante Unión Deportiva S.A.D.,150000.0,150000.0
611347,Alperen,Eskicirak,Alperen Eskicirak,2018,126,alperen-eskicirak,Turkey,Istanbul,Turkey,2000-09-12 00:00:00,Left Winger,Attack,both,180.0,,OLCA Group,https://img.a.transfermarkt.technology/portrait/header/611347-1632612390.png?lm=1,,,,https://www.transfermarkt.co.uk/alperen-eskicirak/profil/spieler/611347,TR1,Çaykur Rizespor Kulübü,,
611426,Matías,Arezo,Matías Arezo,2024,210,matias-arezo,Uruguay,Montevideo,Uruguay,2002-11-21 00:00:00,Centre-Forward,Attack,right,177.0,2026-12-31 00:00:00,Faro Sports,https://img.a.transfermarkt.technology/portrait/header/611426-1758911319.jpg?lm=1,3.0,1.0,,https://www.transfermarkt.co.uk/matias-arezo/profil/spieler/611426,BRA1,Grêmio Foot-Ball Porto Alegrense,7000000.0,7500000.0
611430,,Momo Diaby,Momo Diaby,2023,7378,momo-diaby,France,Grasse,France,1996-09-03 00:00:00,Defensive Midfield,Midfield,right,188.0,2025-06-30 00:00:00,Team Anchor,https://img.a.transfermarkt.technology/portrait/header/611430-1550237440.jpg?lm=1,,,,https://www.transfermarkt.co.uk/momo-diaby/profil/spieler/611430,PO1,Portimonense SC,300000.0,800000.0
611650,Sam,Woods,Sam Woods,2020,873,sam-woods,England,London,England,1998-09-11 00:00:00,Centre-Back,Defender,right,185.0,,CAA Base Ltd,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/sam-woods/profil/spieler/611650,GB1,Crystal Palace Football Club,200000.0,200000.0
611651,Giovanni,McGregor,Giovanni McGregor,2019,873,giovanni-mcgregor,,,England,1999-01-09 00:00:00,Attacking Midfield,Midfield,,176.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/giovanni-mcgregor/profil/spieler/611651,GB1,Crystal Palace Football Club,,
611673,Ahmadou,Dia,Ahmadou Dia,2019,244,ahmadou-dia,France,Lyon,France,1999-10-13 00:00:00,Goalkeeper,Goalkeeper,left,185.0,,,https://img.a.transfermarkt.technology/portrait/header/611673-1669653867.png?lm=1,,,,https://www.transfermarkt.co.uk/ahmadou-dia/profil/spieler/611673,FR1,Olympique de Marseille,200000.0,250000.0
611674,Nassim,Ahmed,Nassim Ahmed,2025,494,nassim-ahmed,France,Marseille,Comoros,2000-10-09 00:00:00,Left-Back,Defender,left,174.0,,,https://img.a.transfermarkt.technology/portrait/header/611674-1741356667.png?lm=1,3.0,0.0,16430.0,https://www.transfermarkt.co.uk/nassim-ahmed/profil/spieler/611674,,,300000.0,300000.0
